fulllabel,labelhash,etherscan_url,last_owner,last_remmaining_cost,last_cost,total_cost,premium,total_gas_spent,transactions,total+premium+gas
ǃǃǃǃǃ,0xd450eecc5d31f0bfe370c38c41fc62211d352c396d0036c0cc965c599ff4c921,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=96033319790108988760060194534149984843655217525780343320587498638202688031009,0x80795df53cd359d98acba7348db35cf301162f7d,0.0006848602774,0.00304846343,0.00304846343,0,0.01637547786,2,0.01942394129
¿¿¿¿¿¿¿,0x7346c3087b9adeb13297f8f52dad158379bd3b0bc49c038291caa0589fdb7299,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=52141002950844440716369562942907588762254824704094171024471668521671407137433,0x80795df53cd359d98acba7348db35cf301162f7d,0.0006848602774,0.00304846343,0.00304846343,0,0.01637547786,2,0.01942394129
¿¿¿¿¿¿¿¿,0xd93b02f0a1b722e6b20d4e10620311d2fd081fa11b56c1c06bf0eb3a50a4bf68,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=98256152410301241525865760743030398403106851384633708675163515605617580752744,0x80795df53cd359d98acba7348db35cf301162f7d,0.0006848602774,0.00304846343,0.00304846343,0,0.01637547786,2,0.01942394129
ǃǃǃǃǃǃ,0x6fc8ec66ecb66fe83451b471563764c29c2eb54991943de24ebe4de6ec5e4b87,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=50561727192679399716605723293249015345402192167376153811644560851758128974727,0x80795df53cd359d98acba7348db35cf301162f7d,0.0006848602774,0.00304846343,0.00304846343,0,0.01637547786,2,0.01942394129
p2e𓍝game,0xd2487624d30b122b8ef56aa1b6b7f87645b06f0f9b9466c5e4442fe0bd37933a,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=95113726590002434411981728064996085604243175830157463871237698524909814649658,0x8cc4b83ea3c7e0b793f0a00d3cf8c71cff345bba,0.001897781329,0.003785192268,0.003785192268,0,0.01561999953,3,0.0194051918
۷۸۸۸۷,0xdd46ebadfbc718f7ecba426383ff2607ff3e0da02c4dac1ddc17b5085393d609,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=100086445432413917116422519852102060262731090422049803911235009049635753022985,0xb609ad196c765a59c68c832af979023d2dec6b38,0.009116615285,0.01345376514,0.01345376514,0,0.005942707961,3,0.0193964731
xn--wu9h,0x23bb36027059f0dc459715eaacf0d924c14e9f88769dedd26471d4b59b1263cc,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=16161722861582477678522375196581100136742765892663688044595121387521482843084,0xd66832ff9d808b32adfe0136a0381054f3600185,0.01263169962,0.01503038423,0.01531837876,0,0.004058288943,4,0.01937666771
۲۰۰۰۰۰,0x667bf70fe396fa365e3942ae5b9d9a8c48ca0788bf5ba2d0af0cc10ba709b460,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=46354937904175768868579846059334140010221184741235057905781408276811883328608,0x8cba8f92256e1e30a8ba70a3dff3e5dfe2a001af,0.00006895952562,0.004195037809,0.004195037809,0,0.01517443719,3,0.019369475
๑・̑◡・̑๑,0x27d920855bee36e9769e7ae503ceeeb90692e65383fe13eb2d16e087306637d9,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=18023831359041716878282449442514972249751569038908884420127800598119947057113,0xc7a024df387621e7065a549fd643367b85c8d2aa,0.003318635183,0.005336131462,0.005336131462,0,0.0140280446,3,0.01936417606
۶۰۰۰۶,0x221e8ba6f7018062e8966ce078759015ba5d39f1c6af762dbaa500c8605fad2b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=15432606107880513097154801680875420544700589158755091588450283918172482415915,0xb609ad196c765a59c68c832af979023d2dec6b38,0.009122469024,0.01346240375,0.01346240375,0,0.005897549475,3,0.01935995322
boredapeyachtclub’,0x6a55e36d8d2d60aad735054e38af570bc846444d875ff4a378d1435e9bc94fa4,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=48096913600255008402959260384291846597720015967585552128293007290112775114660,0x4812d4899dcfc79e6948e2ab4a1a242d3ecb93e5,0.001517988213,0.003529080878,0.003529080878,0,0.01582927593,3,0.0193583568
٢٣h٥٩,0x5f074d76b16b1a5e73d49251f1454f1889ab995fde6dbc50fb812191f98d916a,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=42982623179290500428479836820690396998823959648045687590918853212299223470442,0x5568d7c131b15ffd7dc8759bb02ec63b403aeb2f,0.004680331948,0.007374048176,0.007374048176,0,0.01196739589,3,0.01934144406
۰۰۰۱۱,0x301d7252893f8f17adb5cbd4ddfb6acb0f0c2329cf2b06c741dfcae663249109,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=21763044321128451214244878839141390106605788494324113260513314098949818454281,0x3593bd7b5a4376455378c7b13340745b70bce908,0.009713454858,0.01431525312,0.01431525312,0,0.004999568295,3,0.01931482142
ʕಠᴥಠಿʔ,0x0f7eb8b63a4ecd6d07a77a8d9e7819a08b134cc098cb3b5c312c3af7d2e41700,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=7008590293089705498615611884258110622234248359411858420120291092517854910208,0xd26148290ff5543e285c018f76aa4d8b57b76e6e,0.0006396352179,0.002444679105,0.002444679105,0,0.01684894318,3,0.01929362228
“gmi”,0x98f90acfeafb32734993005d15696ecd36fcb0bbf4c015f1d0bff2df0cb9b76d,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=69191572526705149468619059886219241363881188920346321021505269532322537518957,0xac707ee01a605bfc712536d703e5e790357c48e5,0.004622396828,0.008719249831,0.01106619271,0,0.008210990126,4,0.01927718284
《-♡-♡》,0x8014fa0cf7e903d5ddb64cc800d5ed6ea2db983aea4760abf9992097173f3037,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=57933107346167715891002447556563758320343499332250064902955633489789457477687,0x490f5f3905b65fc725c9454094deeed477d145a3,0.001573111016,0.003588659506,0.003588659506,0,0.01568371108,3,0.01927237059
•⁃⁃⁃⁃,0x085ec78d5236732739aeb0362e8357c4f1100afbc972edbbf4922cf1437da602,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=3785963670288797896843284616698669124048990718197766181135644002359233586690,0x8746795246640fbd7269f5d2f8d4b254e5f5b56b,0.004609593598,0.008785909469,0.008785909469,0,0.01048362159,3,0.01926953105
αααααααα,0x21ad45b8c001b840cdc1619b5d9a919590262f330b237da9b3b904effdb36fda,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=15232469746803234069838735457836647681055751582486973875137579272042999672794,0x4fe939a618f8cbe76d124844d56501e9dbf95fd3,0.01297381821,0.01557711726,0.01557711726,0,0.003687455643,3,0.0192645729
kadıngiyim,0x09d350f36dde704474121782043e40e62f70f1c5eabfcdaa1d01ad0cb485de47,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=4444179070462965653164437974211548389105020257871497819062771173205387632199,0x3fe33714462cc4facda0d8b3cbe49eb0f059d790,0.00469786869,0.008954162256,0.008954162256,0,0.01030909863,3,0.01926326089
ʀichards,0x0bb2eb6ee6697b169b8e4e3b74dfd9b3450832f9936eaf4eba3c5c596599c8d0,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=5291565012197331225520553041095290401841803766576323064084522058811809843408,0xc91e2f2e3b4afaff53a8b2d3c8ced228db9dc8b3,0.0006489095284,0.002467208103,0.002467208103,0,0.01679364401,3,0.01926085211
❶❶❶❶❶,0x07dfaec5a90568b5f425d913a9ce32d1364b81d95f434a3a663062ff69b5cff2,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=3561403068302281847266718465953292570249953881811332272646725369100080893938,0x8c6fe583176da26067da2e5e7da54ad1993f0f77,0.001546512517,0.003539041184,0.003539041184,0,0.01571682328,3,0.01925586446
٠٠h٠٠,0x2caf678ddab3c3a391ed45aa1e633906c8a9f057a8a91bef27387bdbf5dc3204,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=20211678278258168134763576790168067553777925297766740682939015774315631882756,0x5568d7c131b15ffd7dc8759bb02ec63b403aeb2f,0.004704062553,0.007411436684,0.007411436684,0,0.01182404001,3,0.0192354767
69×69,0x6d8c9d98a4755d26ae0a565b5370276d9e3a8063d3c0b3728b9a35daa50ccccc,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=49550546774052846194226334788248880983389984876800844714886494331217738779852,0x7517e0ebfe9fd64abc3b1da2919fa15e87220120,0.001481572557,0.003444420276,0.003444420276,0,0.01578389893,3,0.01922831921
mœbius,0x771ff22b11bcab6db3e200395abb58f431e5611ccc55c4f27f39bb52806c3040,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=53881672624178383282136667781465047734010901221482134678954304676522181275712,0xd9dbfb67b533b3d8b1c00e809691a5240732790c,0.004378352682,0.006212021753,0.006212021753,0,0.0130033285,4,0.01921535026
۳۳۲۷۷,0x99f85e05d9d1b26f1fe0803d2d2be35330186f22416189daa3e154815c590b0a,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=69642692827200160021313206092747164671018498196757536231749028037841156377354,0x068e6be9d56fe594fe02261e9d309dccdba4a783,0.0001602896186,0.004875475898,0.004875475898,0,0.01431243994,3,0.01918791583
aіrdrops,0xd6c16eb4eb661a7c5746a34cacd531652de6719a7315e72c6e3d750b84748c0f,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=97136715150000173805845122669810017717347184801278248544993101503666440145935,0xb4e5e88b129917dd030182887193783600c5bc9c,0.0006479690747,0.002463632419,0.002463632419,0,0.01667888349,3,0.01914251591
richarđ,0xb484452e13280ee3277cdbd062528c527345def9aab68c8b915296cd6f095cd4,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=81650014020211584386812856123614807918348042740822507266379737569474567036116,0x696678034c75f19fa8e27498a2baa1bb37964a37,0.007563405813,0.007971058099,0.007971058099,0,0.0111678129,3,0.019138871
артур,0x6f5274d6eac5257a402242412be5491a8614411d6d2cb5aa40e845a988290214,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=50352414048783388674078127826948024388234320894171794530410222261227773035028,0xa0a2e5d2d449ce31d311c0740bf6a7d6de7ddc7f,0.004588327156,0.004588327156,0.009160609271,0,0.009974672443,4,0.01913528171
··········,0x17982649ee9aa49e597159ca40b2c8dcf31b78d42ae23a1237587dfbb6b7c40d,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=10672020530826667968491684462526691387197564881854669004711009387374332855309,0x6de514b2c21d990ac078fa2216bd86428a4af8b0,0.008454626303,0.01231092527,0.01231092527,0,0.006781458931,3,0.0190923842
dаrkmаrkеt,0xfc272c97236b4beca335bc5d7f1e7d8a5710febe521d61880a9a020657968641,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=114052052630030761844543761103868985670501678810403524580693954215721236334145,0xd110d9a69b156295e8d6d1e1ea3d0614a7d6e5fb,0.001926265304,0.004313416172,0.004313416172,0,0.01477412291,3,0.01908753908
mεssi,0xd110d6d62615e2ffba8087654d2c5d75af013e144fd85bbb59ac50694aa36529,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=94563137654096800025748581169397466317879577707275672398221264604710589130025,0xa42126853a43226240c4c840e334697db478c1fb,0.007904979142,0.01015798164,0.01015798164,0,0.008920874268,3,0.01907885591
‘42069,0x1e755c7318245e422e4a38009b9cd854d3a2351a648d3da3491a744fb3a2d832,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=13776744627677290080614154676204521948549274901732940141756880822750576564274,0x14cbf5cb4bc5adea2c142572f528b6c3d04d5527,0.0006730835082,0.002959945548,0.002959945548,0,0.01611665038,4,0.01907659593
0‚0‚0‚0,0xd0950c11bee105701ff17b559b40acc94f3aabeb0c4d7cfe2eb9df9609ae322d,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=94344416017348546661969708491545793971372668642485294455424745289402043740717,0xd06fcd267de8c54da81ddd85d19f342d5dc0ff4d,0.0003988708705,0.0027469409,0.0027469409,0,0.01632818393,3,0.01907512483
bağış,0xca4e18fca0299c0858d3057e406493db5c5f8960c5a25ea83205821630fc97cb,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=91505181937558491348022480334602910905685272679597512884505508411846466246603,0x1eff0690acb88eedf8e4772062ea738eea73c601,0.0118305234,0.01274727982,0.01274727982,0,0.00631236933,3,0.01905964915
ᴄhina,0xc67efec2537527c39479b648f0f07ab29dd5db98c8bcd3311c984aa69f287470,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=89782325032239674668922871209010479103028016065700598047091700573055918568560,0xd39ea8611cc83959418e3b68fb83630ff12d9e17,0.001234726891,0.00306581847,0.00306581847,0,0.01597867845,4,0.01904449692
sabır,0x60fbbb2dfe5959168a47c7eab43610dd15f6a370ab2b9dc673c07515f5731101,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=43866803943803475326958292995611084197100635313219956074817696671545875960065,0x5f423dccd657fec551213869a9fb4564977d92ac,0.009139729471,0.01339759541,0.01339759541,0,0.005633257727,3,0.01903085314
اااااااا,0x96d87db2b9d6c4dc42815e1b8742a716c69adfcf103872c430287d5bfe4b9797,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=68229433790217069639425455939694666726934961070284306869582745819273134577559,0xac2721b503b09f13b1d4ef42a311639d201a0851,0.006060467101,0.008486203932,0.008486203932,0,0.010541799,4,0.01902800294
波雅·汉库克,0x09d9420bf1d9d2a4a1de35dbd6eb68e304c6a365cd23ced8728265047a132009,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=4454677287594477815506429887805726275529549721922999482316797560762144071689,0x25b77f60b3dd4e9ec1647caa7df00eb9bf31c957,0.0002132446996,0.004578489139,0.004578489139,0,0.01442704494,3,0.01900553408
🏿🏿🏿🏿🏿,0xaf104afb509d4fc46bd8d801211db9bcfa4f37ded8e260b8beeabd9f39e48986,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=79183535559774045639557190168267644138226971757992594902033193421861126703494,0x3572f1b678f48c6a2145f5e5ff94159f3c99b01e,0.00966878806,0.01243738376,0.01243738376,0,0.006562723745,3,0.01900010751
【vimes】,0xb7286aa038eabfefd3088ffb461f1ada549dea4dd988d8d947263bee640c831f,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=82844661078027169769976274742409432103206300411128585884024012894163065144095,0xff0928b09d9f96acb030c4211e88c3f39bc56200,0.0006387778317,0.002534281615,0.002534281615,0,0.01644653139,3,0.018980813
еthеreum,0x1db6c4ff4fbe777f361e2876f0670cd045509ddc7f57bcc30520329b083f07d5,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=13439998400172786817160972609031290308888957806213778697734868035319443163093,0x8d79839c462806e09268ed9ea1618a7e51b3cf05,0.004071828794,0.006141394669,0.006141394669,0,0.01283394797,4,0.01897534264
⠁⠇⠁⠍⠫⠁,0x7142634bff7aab66c47ae9a860d79635b766180198cbb484bc58259341aea67a,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=51228649117973905250019071782819394913050552884691449947385951045858507007610,0xf01f7170dc88098a5b45dec0ad317134b2933983,0.006953793704,0.009914588679,0.009914588679,0,0.009058426485,3,0.01897301516
···001,0xf47814f8031021e90eb14b235d52ae418c4c98b395ea4fec924911b36d0cb59b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=110576501423406687532390890180661446376514914641051887531226788476090126742939,0x77536d4ec987b9829f66738f956a277e4b03d1aa,0.013679086,0.01376957609,0.01376957609,0,0.00519498682,3,0.01896456291
“hfsp”,0xf29355b03c3286e4ac6f9c61ded4e8dd2baf78eb7ed8ba849015bdd730a36f8d,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=109720027275402502171412917890384475834881278976101608255259291986952873799565,0xac707ee01a605bfc712536d703e5e790357c48e5,0.004651892533,0.008729772621,0.0110508368,0,0.007912100126,4,0.01896293693
⠼⠚⠼⠚⠼⠓,0x15e03f04a0f526d79ae2e2519221fa8943fc08e0203471ca6ef1e8b3fa3b0594,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=9894778497569402957913062452026351869943095677617119890111627931108584916372,0x186c35e7365df8b3810fc46a0689b4ab9fddd070,0.004661326598,0.008907770724,0.008907770724,0,0.01004662603,3,0.01895439675
❻❾❹❷⓿,0x9f8337c9d72ae74d64be360be053dcbbdc1b67108b2597a8c651d552836894b7,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=72149584927883469871907797808591648657918598765864716798111154098987401254071,0xc5da39892f287beed66834e1ee440706aedf979c,0.001490809594,0.003390314653,0.003390314653,0,0.01555754927,3,0.01894786393
༼ຈل͜ຈ༽,0xd9ee66a2e51190ab503825801e709ebfb75bbb6991cd0a4a9c3cc5d07b643b39,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=98573106113748535124260085630117163930776070089298534673579956923723554241337,0x938023a9bfa1cbcda7a9256edd3c7a523b2030bb,0.001535991148,0.003526017415,0.003526017415,0,0.01541493828,3,0.0189409557
v͟i͟s͟a͟,0xf1aaa00b6ffca443136fe30123be5326589a3b6c33f35191f57be9992109b4fd,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=109308865097348019884066064197360687961232889189255500865752912980388050744573,0xe03cc9347daccadeaa69690abc32176b96976f4b,0.006258304219,0.008553640347,0.008553640347,0,0.01037921239,4,0.01893285273
23∶59,0x6442897812febae79fb0264bc026b9b1a37da639dcb901e23ce56b2fddcdcd8f,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=45348845541045533702226767001526447934968658141577583615753361663170924367247,0x83e8edf9cc365cdf962fcd9db69a56d56f5c98fa,0.004023907952,0.006367310993,0.006367310993,0,0.01255338,3,0.01892069099
a͟p͟p͟l͟e͟,0xf066ab50ac5a301b0f02742c93d609079c3d3b13685d254a63f499f45d6fd5e3,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=108736484434163178292081598199951452412473341430584480210124320555769063790051,0xe03cc9347daccadeaa69690abc32176b96976f4b,0.006256440972,0.008551093724,0.008551093724,0,0.01035772086,4,0.01890881458
11∶59,0xdf17a533207ab7a8e8eba31e17c7b0e07369b1d5326f27c76b556082aedc6913,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=100907542883083284266857770531937539346885047016122818479975028547649466558739,0x83e8edf9cc365cdf962fcd9db69a56d56f5c98fa,0.004015170588,0.006353485251,0.006353485251,0,0.01255338,3,0.01890686525
–0420,0x40a51b2d09b78f777e1aa51159d1fa39104c508321a26ed09afad9e5406440d7,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=29239739636389768637997000316379794931941737149134323727567628017872425730263,0x44db3724c945117cd88c55e50b7b4db41916a9dd,0.001495129702,0.003400139198,0.003400139198,0,0.01550181874,3,0.01890195794
24∶00,0xbb2280b906e32a18514996b0af2e03bc7db0e7c1576b025f3f7b592ecf1c98e2,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=84643463897121126085731388434444784538709978126369686267297518251520458266850,0x83e8edf9cc365cdf962fcd9db69a56d56f5c98fa,0.004002794297,0.006333901381,0.006333901381,0,0.01255338,3,0.01888728138
╯°□°╯,0x0d10dd742e913f289bda62db9d52afe26cfbed1ac93467e1a2b4758973a22e66,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=5909865002819487751156674324102363008597518336085844569632258622248404004454,0x287cdacedb5a42bd2cc9c8dccbb7a3d9c0c5b10e,0.01167499561,0.01409024586,0.01409024586,0,0.004780502591,3,0.01887074845
u͟s͟a͟,0x27ab25c367f4c441305434885b12343644f4e35935a3b8308bf0cc145215a9a2,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=17942592575576781401064574358532941100020639399470213564257564567275587348898,0xe03cc9347daccadeaa69690abc32176b96976f4b,0.006264422045,0.008562001986,0.008562001986,0,0.01029810531,4,0.01886010729
gοοgle,0x60e89b225a6bdb762526bab0758ec422dd9522a85e3344e3517fd3bef21c5c66,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=43833012679866573826930383249065979898321682747218804216948409447252252974182,0x568f11a8edcd64ce66ebc510dbfe3ab15e0d6587,0.0005887817781,0.002414666843,0.002414666843,0,0.01643895,4,0.01885361684
uᴉʇɹɐɯ,0xffe4f440325bec55ec1f3a98005dd992ea8bd9005634db9c4d106dc989df7891,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=115744303276351033846376437314660963935506633445979884955375897714906164590737,0x23b053ba92c196b4121ac9380d4e67e43c80e5fb,0.004100449147,0.002611978951,0.008286526647,0,0.01055641199,6,0.01884293863
cometα,0xf3a3517f084c5082ce767aa4d5329e7b9dce478861c475305aa5ff8704c91001,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=110200580743533818080304664628477567658547304744186243756045646872320605229057,0x8d7c302afd56e3bdfc107e909dd68ed78e4d0888,0.001493783135,0.00339707691,0.00339707691,0,0.01544100596,3,0.01883808287
a͟s͟i͟a͟,0xae9b54f3778cc5847195c77fb206c2152836b6f4ab278ce610f41c1c978cf896,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=78976883259079244439229223073914935804592623492181665404095212738242325313686,0xe03cc9347daccadeaa69690abc32176b96976f4b,0.006260714135,0.00855693414,0.00855693414,0,0.01027933456,4,0.0188362687
➍➋⓿➏➒,0xf4ef67fc0738fb6529bb1fe7219902370813572db27770a5177aa8adf7e08515,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=110787329177339939249834858749831924253743330295459664029284462143036882715925,0x07a5945740289e153d951d1abc1473126c441a31,0.00318172694,0.005123516175,0.005123516175,0,0.01370715724,3,0.01883067341
happī,0x653df9724c1782e72afb92da084323b618ad4b2c5a0d45f1acc582b3eb1ee585,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=45793096994149063746391459810845818101410180653517703158041874220131043698053,0x83f7cc3e94e1d0c92eef85336826f4c0a758bb37,0.001314456378,0.004483893253,0.004483893253,0,0.01434672,3,0.01883061325
▄▀▄▀▄▀,0x73e76bcae9674bfdd4b1a08257d1039226dc044c958b714f6d65aa48cb0d8a8b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=52424863216388032612620656379600281500889709892520401326415599827201888717451,0x125a6bb36dae0f055ba3fce2c5ea41b4a6a8f435,0.000395328798,0.002722547382,0.002722547382,0,0.01609385909,3,0.01881640647
pheonıx,0x1f02b2f1ba6605962d812a218020616a196f1bf575bfa15e7bf7037578d6b793,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=14026467028037745905825146842780908358630659038021675010491585379675732883347,0x350c8181846e7d12f6a81fc756010f657705cea7,0.008768438537,0.01281901228,0.01281901228,0,0.005993243363,4,0.01881225564
creʌthor,0x16eb926d8bece1fade17be8b8584eb7a775fc81104b30b9bb10cf0c15d36f036,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=10367102337391455449990400171745436081617136353302753448767795811152005886006,0x5e4aeee3013b94b10a7faca0c637c96f4d3410c9,0.001135954801,0.002909638614,0.002909638614,0,0.01589986139,3,0.0188095
••●••,0x4d688d81453344ad77f374e9ba41a3be85021e89b7679d67f70b52d6e9e5a966,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=35012818067004120075852276207952922205911531483548411453719258112665244248422,0xe729986a4b0aec7f13321c9376f1b6c7ac4f8585,0.00484595271,0.009284896268,0.009284896268,0,0.009520441824,3,0.01880533809
۰۱۰۱۰,0x646a2115053f9c6e625f9ad22a7bb22483ded405715b5c45c9d5296406d751ab,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=45418798971534201205385466938469669848635366648002444345112589747898170167723,0xf9fb863092ecded7fda372932cd891762e5a39ed,0.0001171733308,0.004276826574,0.004276826574,0,0.01452179697,2,0.01879862354
۳۳۳۳۳,0xd33fbc7a39258c77e63a0959b92fca8995b3dba125d3dec84d02644eda16292f,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=95550623239595183444114664178631843978521365821618065497794838967526855420207,0xf9fb863092ecded7fda372932cd891762e5a39ed,0.0001171733308,0.004276826574,0.004276826574,0,0.01452179697,2,0.01879862354
۰٥۰٥۰,0x93b829f1b56ac4221398be4194eaa69a16d2c74353b16243fe01fd1288fbabb3,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=66815378089712192840477958680865483693629375117990629524080184056045406759859,0xf9fb863092ecded7fda372932cd891762e5a39ed,0.0001171733308,0.004276826574,0.004276826574,0,0.01452179697,2,0.01879862354
’’420’’,0xb96dad84e370f41ff7041207212a4209d89f96732445ce2ce69bad1f75a38abd,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=83871660902748437202306468558204436380834777587156012658157858490432262212285,0xa2b0a348e235eb1c6e9a2028847e892724ab30a0,0.004055981322,0.006418062931,0.006418062931,0,0.0123508251,3,0.01876888803
马克·扎克伯格,0x7ca277c086c6451d2ac9fa8c04681089b091d0938f6a114a808f7377129f8ff9,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=56373848947137569210682485003302687197507336309073081050172811914019612889081,0x57c7b56672c5172ecc45bb4133d1d4497d5b03ca,0.009550451785,0.01401842454,0.01401842454,0,0.004714260385,3,0.01873268492
ŵhale,0xc37d7e3d0e797ea4b463ca4f128d367f077857a03afc351caa7bc4817c3c8586,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=88422732622955038185502541177932405690040978538156249377402472174008462509446,0x142c91aab4d874cd2599da0fa08976f949acb21e,0.006221079156,0.006414389525,0.009135683376,0,0.009596791221,6,0.0187324746
